Aisle,Location,Scan Date,Occupancy,Barcode,Expected,Scanned,Status,Sub Status,Result Age,Barcode actually scanned at,Barcode should be at,Client,Assignee,Comment,Hidden
AF 1,AF37C02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37C03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37D01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37D02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37D03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37E01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37E02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37E03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37F01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37F02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37F03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37G01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37G02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF37G03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39A01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39A02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39A03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39B01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39B02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39B03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39C01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39C02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39C03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39D01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39D02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39D03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39E01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39E02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39E03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39F01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39F02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39F03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39G01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39G02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF39G03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41A01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41A02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41A03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41B01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41B02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41B03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41C01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41C02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41C03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41D01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41D02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41D03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41E01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41E02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41E03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41F01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41F02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41F03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41G01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41G02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF41G03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43A01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43A02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43A03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43B01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43B02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43B03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43C01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43C02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43C03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43D01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43D02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43D03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43E01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43E02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43E03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43F01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43F02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43F03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,12,,,,,,
AF 1,AF43G01,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43G02,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AF 1,AF43G03,2024-06-19 23:05:11,Empty,,,,Correct,Empty as expected,28,,,,,,
AE 2,AE02A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE02G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE04G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE06G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE08G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE10G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,5,,,,,,
AE 2,AE12E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE12G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE14G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE16G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE18G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20A01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20A02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20A03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20B01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20B02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20B03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20C01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20C02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20C03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20E02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20E03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20F01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20F02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20F03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20G01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20G02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE20G03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE22D01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE22D02,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE22D03,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
AE 2,AE22E01,2024-06-19 23:01:59,Empty,,,,Correct,Empty,34,,,,,,
